county,lat,lng
Beckham,35.2687,-99.6820
Henry,38.3852,-93.7927
Jersey,39.0855,-90.3565
Scott,36.7143,-82.6029
Taylor,30.0470,-83.6035
Hempstead,33.7354,-93.6684
Mercer,37.8110,-84.8744
Nobles,43.6742,-95.7534
Leelanau,44.9385,-85.8120
Shelby,39.3912,-88.8055
Logan,35.2149,-93.7166
Madison,35.8580,-82.7058
Wabasha,44.2843,-92.2303
Gage,40.2619,-96.6894
Morgan,36.1350,-84.6492
Tyler,30.7712,-94.3766
Colusa,39.1775,-122.2370
Sevier,38.7478,-111.8045
Calhoun,28.5067,-96.6020
Llano,30.7057,-98.6841
Jo Daviess,42.3658,-90.2126
Yell,35.0025,-93.4111
Willacy,26.4693,-97.6622
Fayette,39.0002,-89.0241
McDuffie,33.4828,-82.4814
Buchanan,37.2666,-82.0360
Colorado,29.6208,-96.5263
Saunders,41.2264,-96.6374
Hubbard,47.1086,-94.9167
Newton,32.4002,-89.1188
Barnwell,33.2661,-81.4350
Moore,35.8377,-101.8929
Lampasas,31.1962,-98.2414
St. James,30.0270,-90.7931
Buchanan,42.4708,-91.8379
Hutchinson,35.8400,-101.3547
Perry,38.0837,-89.3670
Meriwether,33.0406,-84.6883
Gaines,32.7407,-102.6352
Allen,36.7512,-86.1904
La Paz,33.7294,-113.9815
Fillmore,43.6740,-92.0902
Monroe,31.5708,-87.3654
Greene,35.4850,-77.6758
Grenada,33.7700,-89.8021
Conway,35.2624,-92.7015
Ogemaw,44.3349,-84.1264
Wyoming,37.6096,-81.5492
Stutsman,46.9793,-98.9588
Owen,39.3128,-86.8377
Gonzales,29.4567,-97.4925
Minidoka,42.8543,-113.6375
Dodge,44.0226,-92.8620
Dodge,32.1722,-83.1684
Jay,40.4379,-85.0057
Polk,35.2793,-82.1697
Sullivan,39.0888,-87.4147
Texas,36.7479,-101.4901
Lincoln,38.1754,-82.0704
Jones,42.1212,-91.1315
Vernon,37.8506,-94.3424
Jackson,44.3192,-90.8052
Washington,41.5311,-96.2220
Clinton,39.6018,-94.4046
Wayne,36.8013,-84.8286
Morgan,38.4237,-92.8860
Carbon,39.6481,-110.5888
Kewaunee,44.5161,-87.6153
Uinta,41.2876,-110.5476
Spencer,38.0140,-87.0077
Woodward,36.4227,-99.2651
Worth,31.5515,-83.8509
Wayne,31.6408,-88.6958
Taylor,45.2116,-90.5012
Washington,32.9695,-82.7959
Saluda,34.0061,-81.7268
Breckinridge,37.7732,-86.4293
Richland,32.4178,-91.7635
DeWitt,29.0821,-97.3568
Adams,43.9695,-89.7704
Carroll,42.0362,-94.8605
Carroll,40.5828,-86.5635
Dakota,42.3911,-96.5646
Clay,37.1597,-83.7147
Franklin,32.1333,-91.6738
DeKalb,35.9799,-85.8328
Winneshiek,43.2907,-91.8437
Lavaca,29.3843,-96.9302
Fulton,41.0470,-86.2636
Pickens,33.2809,-88.0887
Cherokee,37.1693,-94.8463
Frio,28.8678,-99.1082
Ashley,33.1912,-91.7685
Polk,34.4858,-94.2282
Bourbon,38.2067,-84.2171
Chaffee,38.7470,-106.1941
Duchesne,40.2982,-110.4252
Buena Vista,42.7355,-95.1511
Labette,37.1913,-95.2976
Smith,36.2505,-85.9567
Davison,43.6747,-98.1460
Henry,40.9880,-91.5445
Jones,32.7399,-99.8787
Lincoln,48.5425,-115.4051
Warren,36.3965,-78.1067
Freestone,31.7049,-96.1491
Martin,43.6744,-94.5511
Greene,38.2976,-78.4669
Butler,31.7524,-86.6803
Adams,46.9833,-118.5606
Union,36.2879,-83.8375
McIntosh,35.3736,-95.6668
Northampton,36.4178,-77.3969
Montague,33.6757,-97.7246
Lincoln,33.7453,-105.4593
Lincoln,42.2639,-110.6560
Fayette,42.8626,-91.8443
Orange,38.5418,-86.4951
Douglas,39.7695,-88.2173
Concordia,31.4459,-91.6401
Holmes,30.8679,-85.8141
Clay,33.6557,-88.7816
Kent,39.2545,-76.0399
Tishomingo,34.7404,-88.2393
Adair,37.1041,-85.2807
Jackson,42.1717,-90.5742
Pierce,31.3588,-82.2128
Benton,38.2948,-93.2879
Marion,37.5525,-85.2696
Long,31.7526,-81.7457
East Feliciana,30.8451,-91.0455
Perry,37.7072,-89.8244
Hampton,32.7763,-81.1407
Berrien,31.2760,-83.2296
Langlade,45.2623,-89.0719
Elbert,34.1168,-82.8401
Marengo,32.2476,-87.7896
Perry,38.0796,-86.6380
Bertie,36.0662,-76.9787
Los Alamos,35.8693,-106.3073
Jefferson,39.2358,-95.3834
Spencer,38.0325,-85.3279
Brantley,31.1969,-81.9819
Banks,34.3543,-83.4972
Plumas,40.0047,-120.8386
Lamar,33.0765,-84.1394
Hart,37.2999,-85.8847
Crawford,39.0027,-87.7595
Morgan,33.5908,-83.4924
Covington,31.6332,-89.5526
Green Lake,43.8004,-89.0448
Harrison,38.4418,-84.3314
Paulding,41.1166,-84.5802
Roosevelt,34.0212,-103.4801
Houston,43.6714,-91.4929
Waseca,44.0221,-93.5873
Deaf Smith,34.9660,-102.6049
Dickinson,38.8665,-97.1527
Pike,33.0923,-84.3892
Madison,30.4441,-83.4701
Humphreys,36.0409,-87.7757
Cedar,41.7723,-91.1324
Macon,32.3859,-85.6927
Appling,31.7493,-82.2890
Bosque,31.9004,-97.6343
Fentress,36.3805,-84.9325
Poweshiek,41.6864,-92.5315
Park,39.1194,-105.7172
Beadle,44.4145,-98.2781
Simpson,36.7419,-86.5823
Attala,33.0863,-89.5815
Eastland,32.3271,-98.8323
Otero,37.9026,-103.7164
Stone,30.7900,-89.1177
Drew,33.5894,-91.7200
Bethel,60.9131,-159.8186
Wright,37.2702,-92.4687
Gilchrist,29.7258,-82.8004
Burleson,30.4925,-96.6215
Grant,34.2900,-92.4236
Andrews,32.3050,-102.6378
Montour,41.0279,-76.6586
Pike,39.3438,-91.1714
Jefferson,41.0318,-91.9489
Phillips,34.4275,-90.8489
Winston,33.0885,-89.0344
McDowell,37.3785,-81.6536
Pitkin,39.2171,-106.9166
Young,33.1767,-98.6878
Randolph,36.3415,-91.0276
Inyo,36.5111,-117.4107
Ste. Genevieve,37.8944,-90.1944
Westmoreland,38.1120,-76.8042
Yancey,35.8989,-82.3076
Russell,36.9910,-85.0587
Schuyler,42.3938,-76.8752
Radford,37.1229,-80.5587
Southampton,36.7204,-77.1061
Unicoi,36.1107,-82.4323
Hancock,40.4038,-91.1647
Greene,33.5788,-83.1667
Morgan,39.5604,-78.2578
Franklin,35.5123,-93.8906
Gem,44.0616,-116.3975
Arkansas,34.2892,-91.3742
Johnson,36.4549,-81.8518
Kalkaska,44.6847,-85.0902
Benzie,44.6387,-86.0155
Patrick,36.6783,-80.2844
Hughes,44.3890,-99.9960
Garrard,37.6396,-84.5377
Andrew,39.9835,-94.8021
Manassas Park,38.7709,-77.4429
Clayton,42.8448,-91.3414
Cooper,38.8436,-92.8101
Avery,36.0766,-81.9226
Dukes,41.3961,-70.6501
Holmes,33.1235,-90.0920
Richland,43.3756,-90.4295
Haywood,35.5832,-89.2838
McCreary,36.7371,-84.4842
Leon,31.2965,-95.9957
Mariposa,37.5815,-119.9055
Colonial Heights,37.2650,-77.3969
Falls,31.2533,-96.9359
New Madrid,36.5946,-89.6517
Edgar,39.6785,-87.7456
Dickinson,43.3780,-95.1508
Chester,35.4217,-88.6135
Cook,31.1540,-83.4305
Seward,40.8724,-97.1395
Sharp,36.1612,-91.4798
Lee,30.3107,-96.9657
Lee,34.1633,-80.2545
Henry,31.5147,-85.2414
Mason,38.5952,-83.8242
Gunnison,38.6668,-107.0317
Delaware,42.4712,-91.3673
Robertson,31.0270,-96.5129
Buckingham,37.5722,-78.5287
Chickasaw,33.9208,-88.9479
Bristol,36.6181,-82.1604
Crawford,42.0372,-95.3820
King William,37.7066,-77.0885
Warren,40.8488,-90.6150
Tama,42.0798,-92.5325
San Juan,48.5782,-122.9650
Sevier,33.9972,-94.2412
Hardin,42.3839,-93.2404
Scurry,32.7463,-100.9164
Parke,39.7736,-87.2064
Jackson,35.5992,-91.2145
Ben Hill,31.7598,-83.2205
Piscataquis,45.8373,-69.2846
Rabun,34.8818,-83.4020
Dallas,37.6804,-93.0237
Humboldt,41.4068,-118.1120
Union,37.4713,-89.2551
Taylor,39.3360,-80.0462
Polk,35.1199,-84.5233
Rockcastle,37.3651,-84.3160
Giles,37.3142,-80.7029
Dixie,29.6082,-83.1588
Socorro,34.0072,-106.9304
Marshall,34.0245,-96.7691
Potter,41.7449,-77.8958
Lafayette,42.6605,-90.1317
Wayne,35.2399,-87.7880
Rush,39.6200,-85.4658
Marion,36.2684,-92.6842
Van Buren,35.5806,-92.5157
Cross,35.2957,-90.7711
Barbour,39.1329,-80.0030
Bond,38.8868,-89.4356
Park,45.4884,-110.5267
Lawrence,36.0412,-91.1070
Idaho,45.8441,-115.4675
Sawyer,45.8800,-91.1446
Fountain,40.1209,-87.2420
Jasper,32.0191,-89.1189
Hill,48.6282,-110.1112
Piatt,40.0103,-88.5911
Fayette,33.7212,-87.7389
Pawnee,36.3169,-96.6992
Madison,36.0110,-93.7246
Washington,31.4076,-88.2079
Brunswick,36.7648,-77.8590
Pemiscot,36.2114,-89.7854
Wayne,38.4295,-88.4256
Bates,38.2573,-94.3400
Richland,46.2646,-96.9483
Atchison,39.5318,-95.3135
Kanabec,45.9452,-93.2934
Dade,34.8546,-85.5045
Crawford,43.2395,-90.9310
Iowa,41.6863,-92.0655
Alamosa,37.5729,-105.7883
Madison,41.3307,-94.0156
Clay,43.0826,-95.1509
Benton,36.0698,-88.0683
Baker,44.7092,-117.6753
Lewis,38.9959,-80.5022
Neosho,37.5585,-95.3068
Henry,38.4485,-85.1189
Casey,37.3223,-84.9284
Otoe,40.6485,-96.1348
Smith,32.0177,-89.5067
Moniteau,38.6328,-92.5831
Telfair,31.9298,-82.9390
Osage,38.6523,-95.7269
Claiborne,32.8227,-92.9958
Lawrence,38.7200,-87.7268
Aitkin,46.6083,-93.4154
Jackson,32.3020,-92.5579
Appomattox,37.3724,-78.8126
Kingfisher,35.9454,-97.9421
Floyd,36.9316,-80.3626
De Witt,40.1746,-88.9041
Washburn,45.8992,-91.7913
Pecos,30.7810,-102.7236
Floyd,43.0599,-92.7890
Richland,38.7124,-88.0851
Union,42.8326,-96.6560
Grayson,36.6565,-81.2249
Clarke,32.0414,-88.6894
Lawrence,38.0679,-82.7348
Clark,39.3336,-87.7877
Pike,39.6225,-90.8863
Brooks,30.8420,-83.5802
Karnes,28.9057,-97.8594
Reeves,31.3231,-103.6931
Grand,40.1026,-106.1183
Ashland,46.3148,-90.6781
Dent,37.6066,-91.5079
Mercer,41.2053,-90.7414
Jefferson,33.0549,-82.4182
Vermillion,39.8538,-87.4640
Torrance,34.6405,-105.8508
West Feliciana,30.8798,-91.4200
Marquette,43.8196,-89.3987
Burnett,45.8627,-92.3676
Nottoway,37.1431,-78.0512
San Juan,37.6260,-109.8045
Wetzel,39.6053,-80.6391
Union,30.0438,-82.3714
Gooding,42.9710,-114.8116
Roseau,48.7751,-95.8108
Page,40.7391,-95.1502
Redwood,44.4037,-95.2538
Macon,39.8308,-92.5646
Tipton,40.3114,-86.0519
Harrison,40.2938,-81.0911
Brown,39.1962,-86.2274
Bayfield,46.5237,-91.2009
Missaukee,44.3374,-85.0947
Gulf,29.9556,-85.2266
Carbon,41.6946,-106.9307
Jeff Davis,31.8056,-82.6369
Knott,37.3540,-82.9541
Oglethorpe,33.8807,-83.0807
Williamsburg,37.2693,-76.7076
Alleghany,37.7878,-80.0062
Mills,41.0334,-95.6213
Arenac,44.0656,-83.8952
Livingston,39.7821,-93.5483
Bledsoe,35.5964,-85.2051
Mitchell,36.0133,-82.1636
Cleburne,33.6746,-85.5188
LaSalle,31.6768,-92.1604
Sequatchie,35.3712,-85.4106
Hamilton,42.3838,-93.7068
Nolan,32.3035,-100.4061
Sibley,44.5795,-94.2321
Kossuth,43.2041,-94.2067
Jackson,28.9542,-96.5776
Nelson,37.7874,-78.8868
Hale,32.7627,-87.6291
Choctaw,34.0266,-95.5522
Gogebic,46.4087,-89.6944
Clay,36.3682,-90.4175
Trinity,31.0888,-95.1355
Gasconade,38.4409,-91.5079
Calhoun,33.6749,-80.7803
Pendleton,38.6956,-84.3603
Union,37.6584,-87.9454
Renville,44.7268,-94.9471
Trigg,36.8064,-87.8733
Morgan,39.6204,-81.8527
Moultrie,39.6415,-88.6193
Bourbon,37.8552,-94.8493
Dickenson,37.1258,-82.3504
Fleming,38.3701,-83.6966
Butler,42.7316,-92.7902
Clarke,39.1123,-77.9967
Fulton,39.9253,-78.1127
Rolette,48.7725,-99.8409
Walthall,31.1484,-90.1061
Calhoun,33.9365,-89.3365
Noble,39.7660,-81.4555
Carroll,42.0688,-89.9343
Hamilton,30.4964,-82.9479
Mono,37.9391,-118.8869
Cannon,35.8087,-86.0617
Madison,30.9655,-95.9284
Calhoun,30.4060,-85.1972
Las Animas,37.3158,-104.0387
Crockett,35.8135,-89.1395
Falls Church,38.8847,-77.1751
Jefferson,30.4375,-83.8953
Oglala Lakota,43.3355,-102.5516
Craig,36.7618,-95.2085
Larue,37.5458,-85.6979
Zapata,27.0008,-99.1686
Swain,35.4868,-83.4928
Bamberg,33.2148,-81.0542
Saline,40.5241,-97.1409
McIntosh,31.4963,-81.4103
Estill,37.6924,-83.9643
Winn,31.9442,-92.6369
Cedar,37.7239,-93.8566
Pennington,48.0663,-96.0367
Clay,42.9146,-96.9756
Rusk,45.4752,-91.1331
Jasper,33.3164,-83.6881
Harrison,41.6829,-95.8168
Massac,37.2189,-88.7076
Tallahatchie,33.9505,-90.1733
Braxton,38.6999,-80.7193
Chowan,36.1508,-76.6079
Newton,40.9558,-87.3976
Screven,32.7505,-81.6119
Murray,34.4823,-97.0679
Washington,38.3522,-89.4105
Callahan,32.2977,-99.3735
Crawford,44.6836,-84.6103
Lamar,33.7792,-88.0969
Converse,42.9724,-105.5071
McKenzie,47.7402,-103.3953
Ketchikan Gateway,55.5852,-130.9288
Roane,38.7140,-81.3483
Monroe,39.7274,-81.0829
Crenshaw,31.7315,-86.3135
Atoka,34.3736,-96.0378
O'Brien,43.0838,-95.6249
Hardy,39.0075,-78.8579
Newton,30.7864,-93.7447
Glades,26.9564,-81.1890
Allamakee,43.2843,-91.3781
Franklin,42.1811,-111.8132
Faribault,43.6739,-93.9480
White,38.0875,-88.1796
Glacier,48.7051,-112.9948
Wadena,46.5857,-94.9694
York,40.8727,-97.5971
Greene,31.2143,-88.6391
Osage,38.4604,-91.8618
Comanche,31.9480,-98.5582
Izard,36.0948,-91.9134
Archuleta,37.1936,-107.0484
Pend Oreille,48.5323,-117.2740
Dooly,32.1572,-83.7988
Stewart,36.5012,-87.8385
Perquimans,36.2058,-76.4411
Mason,40.2396,-89.9168
Ripley,36.6528,-90.8639
Bienville,32.3473,-93.0561
Kodiak Island,57.6807,-153.7972
Grundy,35.3884,-85.7226
Jackson,37.4198,-84.0058
Price,45.6804,-90.3614
Lewis,38.5315,-83.3781
Monroe,37.5604,-80.5505
Douglas,36.9326,-92.4988
Mississippi,36.8281,-89.2911
Big Horn,45.4234,-107.4897
Goshen,42.0879,-104.3533
Clay,33.2691,-85.8605
Lincoln,33.9570,-91.7344
Morgan,37.9223,-83.2589
Howard,34.0888,-93.9936
Hughes,35.0484,-96.2502
Jackson,39.4168,-95.7937
Clay,38.7542,-88.4902
Madison,38.4137,-78.2792
Ford,40.5972,-88.2233
Moffat,40.6184,-108.2073
Fremont,44.2288,-111.4819
Macon,32.3584,-84.0425
Buffalo,44.3798,-91.7545
Wayne,37.1126,-90.4614
Vinton,39.2510,-82.4853
Charlton,30.7817,-82.1377
Webster,37.5184,-87.6831
Lamb,34.0686,-102.3517
Cass,41.3315,-94.9278
Greene,39.3562,-90.3905
Amelia,37.3360,-77.9761
Millard,39.0733,-113.1006
Camp,32.9732,-94.9785
Bleckley,32.4344,-83.3279
Dawson,32.7425,-101.9477
Breathitt,37.5216,-83.3241
Butler,37.2073,-86.6817
Choctaw,32.0197,-88.2632
Lake,44.0220,-97.1294
Wilbarger,34.0808,-99.2410
Summers,37.6559,-80.8586
Shoshone,47.3530,-115.8924
Haskell,35.2248,-95.1166
Presque Isle,45.3401,-83.9180
Caldwell,37.1453,-87.8679
Pamlico,35.1435,-76.7407
Martinsville,36.6826,-79.8636
Wright,42.7331,-93.7351
Sumter,32.5911,-88.1988
Lawrence,31.5502,-90.1070
Stone,35.8599,-92.1568
Trinity,40.6507,-123.1126
Allen,37.8857,-95.3014
Pulaski,41.0418,-86.6988
Appanoose,40.7432,-92.8686
Bath,38.1450,-83.7427
Terry,33.1738,-102.3352
Johnson,37.4597,-88.8810
Pike,38.3988,-87.2322
Morris,33.1135,-94.7327
Koochiching,48.2453,-93.7834
Magoffin,37.7065,-83.0649
Little River,33.7009,-94.2352
Amite,31.1744,-90.8044
Todd,36.8356,-87.1792
Cass,39.9735,-90.2474
Union,41.0277,-94.2424
Fulton,36.3816,-91.8182
Lunenburg,36.9462,-78.2406
Powell,37.8311,-83.8237
Yalobusha,34.0282,-89.7076
Crawford,32.7145,-83.9863
Grundy,42.4019,-92.7914
Menard,40.0274,-89.8022
Meigs,35.5129,-84.8133
Conecuh,31.4293,-86.9937
Edmonson,37.2088,-86.2386
Bollinger,37.3222,-90.0259
Madison,37.4781,-90.3450
Live Oak,28.3514,-98.1248
Boundary,48.7669,-116.4629
Northumberland,37.8874,-76.4195
Lewis,35.5273,-87.4931
Poquoson,37.1318,-76.3568
Red River,33.6207,-95.0503
Colfax,36.6061,-104.6468
Jefferson,46.1485,-112.0938
Washington,37.7534,-85.1748
Prowers,37.9552,-102.3934
Linn,39.8702,-93.1072
Rains,32.8704,-95.7934
Okfuskee,35.4654,-96.3228
Perry,31.1720,-88.9923
Chickasaw,43.0600,-92.3177
Charlotte,37.0116,-78.6616
Morgan,41.0893,-111.5732
Zavala,28.8662,-99.7605
Blackford,40.4736,-85.3248
Franklin,29.8764,-84.8140
Skamania,46.0230,-121.9148
Chippewa,45.0223,-95.5667
DeKalb,39.8932,-94.4047
Marion,38.3589,-97.0969
Northampton,37.3430,-75.8770
Towns,34.9167,-83.7373
Big Horn,44.5267,-107.9952
Lake,43.9901,-85.8016
Sanders,47.6748,-115.1333
Lyon,43.3805,-96.2102
Washington,35.8226,-76.5775
Heard,33.2970,-85.1283
Teton,43.7594,-111.2076
Jackson,36.3592,-85.6731
Ward,31.5095,-103.1025
Blanco,30.2664,-98.3999
Barton,37.5023,-94.3471
Owyhee,42.5814,-116.1699
Decatur,35.6030,-88.1088
Juab,39.7027,-112.7848
Grant,39.1051,-79.1956
Custer,46.2527,-105.5717
Marshall,41.0332,-89.3448
Shelby,41.6851,-95.3102
Desha,33.8309,-91.2551
Ramsey,48.2689,-98.7201
Gates,36.4449,-76.7005
Morrow,45.4190,-119.5844
Martin,37.8016,-82.5132
Montgomery,38.9415,-91.4702
Greensville,36.6759,-77.5596
Wabash,38.4461,-87.8443
Rio Grande,37.5825,-106.3832
Cherokee,42.7356,-95.6238
Cottonwood,44.0071,-95.1812
Noble,36.3886,-97.2305
Nantucket,41.2831,-70.0692
Sussex,36.9218,-77.2618
Duval,27.6814,-98.5089
Pulaski,32.2323,-83.4760
Jefferson Davis,31.5697,-89.8230
Fergus,47.2636,-109.2245
Clay,35.0572,-83.7502
Bacon,31.5537,-82.4527
Madison,32.3644,-91.2427
Louisa,41.2185,-91.2596
Pope,45.5860,-95.4445
Iron,46.2087,-88.5306
Richland,47.7879,-104.5614
Roosevelt,48.2945,-105.0164
Valley,44.7666,-115.5663
Alleghany,36.4916,-81.1270
Washita,35.2904,-98.9922
Pushmataha,34.4162,-95.3759
Johnston,34.3165,-96.6606
Green,37.2641,-85.5531
Sierra,33.1305,-107.1924
Essex,37.9435,-76.9516
West Carroll,32.7885,-91.4568
Trousdale,36.3921,-86.1568
Watonwan,43.9784,-94.6141
Owen,38.5197,-84.8281
Box Butte,42.2198,-103.0857
Candler,32.4034,-82.0737
Bradley,33.4664,-92.1624
Custer,41.3943,-99.7262
Cumberland,39.2733,-88.2402
Mackinac,46.0805,-85.0867
Franklin,33.1755,-95.2184
Lincoln,47.5762,-118.4187
Switzerland,38.8262,-85.0369
Red Willow,40.1758,-100.4769
Pike,34.1635,-93.6564
Hancock,43.0819,-93.7343
Guthrie,41.6838,-94.5011
Coosa,32.9362,-86.2477
Carroll,38.6678,-85.1236
Carbon,45.2274,-109.0279
Lancaster,37.7345,-76.4632
Colfax,41.5740,-97.0865
Evans,32.1568,-81.8869
Camden,36.3877,-76.2064
Middlesex,37.6303,-76.5697
Walsh,48.3695,-97.7213
Monroe,36.7122,-85.7165
Barnes,46.9361,-98.0715
Mitchell,43.3564,-92.7890
Crawford,38.2924,-86.4517
Lake,47.6410,-91.4458
Noxubee,33.1101,-88.5697
Oregon,36.6867,-91.4034
Wilcox,31.9893,-87.3082
Lanier,31.0379,-83.0627
Winnebago,43.3776,-93.7342
Sabine,31.3432,-93.8518
Chattahoochee,32.3470,-84.7870
Clay,33.7855,-98.2085
Chicot,33.2670,-91.2937
Alcona,44.6854,-83.5937
Mountrail,48.2013,-102.3557
Perry,34.9476,-92.9312
Roberts,45.6296,-96.9461
Todd,43.1934,-100.7185
Butte,44.9058,-103.5080
Runnels,31.8311,-99.9762
Scott,34.8607,-94.0633
Ralls,39.5277,-91.5220
Nowata,36.7985,-95.6174
Latimer,34.8760,-95.2504
Dimmit,28.4226,-99.7567
St. Helena,30.8219,-90.7103
Early,31.3228,-84.9037
Clinton,36.7275,-85.1361
Bullock,32.1005,-85.7157
Martin,38.7080,-86.8031
Keokuk,41.3365,-92.1786
Iron,37.5552,-90.7735
Washington,44.4524,-116.7847
Love,33.9499,-97.2441
Holt,42.4557,-98.7838
Nemaha,39.7834,-96.0141
Emery,38.9967,-110.7007
Franklin,42.7325,-93.2625
Leslie,37.0941,-83.3811
Metcalfe,36.9905,-85.6292
Howard,39.1425,-92.6963
Montgomery,41.0301,-95.1564
Yuma,40.0029,-102.4243
Nome,64.9111,-164.0273
Marion,32.7980,-94.3571
Carroll,33.4485,-89.9202
Caldwell,32.0924,-92.1166
Montgomery,33.4941,-89.6164
Lowndes,32.1547,-86.6501
Ochiltree,36.2784,-100.8157
Lewis,40.0969,-91.7221
Grundy,40.1139,-93.5653
Jackson,43.6742,-95.1541
Cumberland,37.5121,-78.2449
Sublette,42.7669,-109.9147
Kemper,32.7546,-88.6412
Tunica,34.6507,-90.3750
Wilkes,33.7819,-82.7432
Yellow Medicine,44.7163,-95.8684
Stevens,45.5861,-96.0003
Ritchie,39.1783,-81.0630
Webster,33.6131,-89.2848
Johnson,32.7015,-82.6601
Marshall,39.7836,-96.5229
Sac,42.3863,-95.1054
Grand,38.9820,-109.5699
Linn,38.2123,-94.8430
Calhoun,42.3852,-94.6404
Parmer,34.5300,-102.7845
Catahoula,31.6662,-91.8470
Brown,39.8265,-95.5642
White Pine,39.4422,-114.9017
Stillwater,45.6690,-109.3952
Jasper,39.0100,-88.1538
Clear Creek,39.6891,-105.6444
Rice,38.3472,-98.2010
McLean,47.6069,-101.3218
Blaine,35.8752,-98.4334
Humboldt,42.7764,-94.2072
McCormick,33.8995,-82.3100
Greenlee,33.2152,-109.2402
St. Clair,38.0372,-93.7760
Beaverhead,45.1327,-112.8988
Jones,35.0217,-77.3552
Hickory,37.9408,-93.3207
Cheyenne,41.2197,-102.9950
Wayne,42.2093,-97.1193
Rock,43.6747,-96.2532
Clarke,41.0290,-93.7852
Irwin,31.6023,-83.2764
North Slope,69.3122,-153.4811
Stephens,32.7359,-98.8362
Marshall,48.3581,-96.3685
Swift,45.2827,-95.6815
Pratt,37.6477,-98.7396
Charles Mix,43.2079,-98.5879
Emmet,43.3780,-94.6785
Montmorency,45.0276,-84.1272
Brewster,29.8119,-103.2517
Benewah,47.2175,-116.6587
Hamilton,40.8730,-98.0229
McLean,37.5292,-87.2636
Howard,43.3568,-92.3172
Livingston,37.2096,-88.3537
Pipestone,44.0230,-96.2587
Deer Lodge,46.0608,-113.0678
Ozark,36.6493,-92.4447
Perry,32.6384,-87.2944
Alger,46.4086,-86.6040
Montgomery,32.1734,-82.5348
Rosebud,46.2297,-106.7307
Caldwell,39.6557,-93.9827
Phelps,40.5111,-99.4146
Claiborne,31.9737,-90.9118
Forest,45.6673,-88.7704
Davis,40.7477,-92.4097
Montgomery,34.5389,-93.6595
Lee,34.7805,-90.7808
Somervell,32.2222,-97.7744
Richmond,37.9434,-76.7269
Wilkinson,32.8024,-83.1712
Palo Alto,43.0821,-94.6781
Crittenden,37.3527,-88.0972
Greene,42.0363,-94.3968
Woods,36.7669,-98.8651
Jack,33.2335,-98.1725
Cuming,41.9164,-96.7874
Clearwater,47.5776,-95.3790
Modoc,41.5898,-120.7250
Cloud,39.4803,-97.6493
Custer,43.6776,-103.4515
Dawson,47.2664,-104.8995
Kiowa,34.9164,-98.9809
Maries,38.1616,-91.9249
Allendale,32.9881,-81.3582
Jenkins,32.7925,-81.9635
Mathews,37.4354,-76.3437
Gallatin,38.7569,-84.8593
Archer,33.6153,-98.6877
Hancock,37.8415,-86.7779
Tyler,39.4653,-80.8848
Clearwater,46.6737,-115.6567
Wilkinson,31.1611,-91.3109
Carroll,39.4270,-93.5052
Wilcox,31.9729,-83.4323
Benton,40.6063,-87.3109
Dawes,42.7198,-103.1354
Monona,42.0517,-95.9599
Terrell,31.7770,-84.4370
Monroe,39.4955,-92.0007
Yoakum,33.1730,-102.8278
Wilson,37.5592,-95.7434
Clay,38.4625,-81.0751
Lafayette,29.9855,-83.1811
Platte,42.1332,-104.9659
Sitka,57.2401,-135.3152
Lucas,41.0294,-93.3277
Madison,45.3007,-111.9203
Trimble,38.6130,-85.3375
Johnson,44.0388,-106.5847
Graham,35.3502,-83.8335
Hancock,33.2704,-83.0007
Doddridge,39.2692,-80.7070
Cedar,42.5993,-97.2524
Red River,32.0931,-93.3398
Marion,32.3535,-84.5246
Hamilton,31.7048,-98.1107
Harrison,40.3547,-93.9921
Knox,42.6368,-97.8919
Pocahontas,38.3318,-80.0078
Mercer,47.3092,-101.8315
Baraga,46.6626,-88.3652
Liberty,30.2414,-84.8829
Turner,43.3109,-97.1487
Atkinson,31.2971,-82.8801
Bracken,38.6888,-84.0902
Kusilvak,62.1550,-163.3826
Daviess,39.9608,-93.9855
Webster,38.4947,-80.4219
Oscoda,44.6818,-84.1298
Coleman,31.7732,-99.4536
Benton,34.8173,-89.1885
Quay,35.1043,-103.5498
San Augustine,31.3942,-94.1682
Mitchell,32.3062,-100.9212
Nevada,33.6640,-93.3072
Murray,44.0221,-95.7633
Lyon,37.0191,-88.0833
Greene,32.8531,-87.9522
Warren,40.3469,-87.3533
Seminole,30.9388,-84.8688
Coffey,38.2369,-95.7341
Shannon,37.1574,-91.4005
Choctaw,33.3473,-89.2484
Houston,36.2860,-87.7170
Humphreys,33.1287,-90.5266
Twiggs,32.6672,-83.4271
Hamilton,38.0815,-88.5391
Prairie,34.8298,-91.5528
Conejos,37.2007,-106.1916
Taylor,32.5555,-84.2505
San Miguel,38.0037,-108.4057
Cleveland,33.8984,-92.1851
Keith,41.1988,-101.6614
Schoolcraft,46.1966,-86.1995
Clay,39.3497,-97.1652
Perry,35.6426,-87.8589
Franklin,36.6831,-76.9386
Traill,47.4542,-97.1616
Butler,41.2261,-97.1318
Gilmer,38.9241,-80.8571
McCulloch,31.1989,-99.3475
Washakie,43.9050,-107.6829
Lincoln,33.7936,-82.4512
Lemhi,44.9433,-113.9332
Turner,31.7164,-83.6241
Ballard,37.0585,-88.9994
Richardson,40.1250,-95.7176
Decatur,40.7377,-93.7863
Searcy,35.9109,-92.6995
Wheeler,32.1170,-82.7246
